2.66,3.37,4.35,5.09,5.73,6.57,7.12,7.63,8.16,8.65
2.82,4.44,5.45,6.12,6.75,7.26,7.77,8.34,8.82,9.19
2.43,3.80,4.91,5.53,6.26,6.81,7.35,7.81,8.21,8.57
